//Index   Name                                 Damage   MP      BP      Range   Radio   Delay   Type   Effect   ReqLevel   ReqEnergy   ReqLeadership   ReqKillCount   ReqGuildStatus   DW      DK      FE      MG      DL      SU      RF
458       "Drain Life Strengthener"            35       57      0       6       0       0       *      0        0          0           0               0              0                0       0       0       0       0       3       0
459   "Weakness Strengthener"              3 55 17 0 5       4000 *      162      0          0           0               0              0                0       0       0       0       0       3       0
460   "Innovation Strengthener"            3 77 17 0 5       4000 *      163      0          0           0               0              0                0       0       0       0       0       3       0
461   "Blind"                              0 115 25 3 0       10000 *      73       0          0           0               0              0                0       0       0       0       0       3       0
462   "Drain Life Mastery"                 35 62 0 6 0       0 *      0        0          0           0               0              0                0       0       0       0       0       3       0
463   "Blind Strengthener"                 0 126 27 3 0       10000 *      144      0          0           0               0              0                0       0       0       0       0       3       0
465       "Stick Strengthener"                 0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       3       0
466       "Other World Tome Strengthener"      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       3       0
467       "Stick Mastery"                      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       3       0
468       "Other World Tome Mastery"           0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       3       0
469       "Berserker Strengthener"             0        150     65      0       0       0       *      150      0          0           0               0              0                0       0       0       0       0       3       0
470       "Berserker Proficiency"              0        165     82      0       0       0       *      151      0          0           0               0              0                0       0       0       0       0       3       0
471       "Minimum Wizardry/Curse Increase"    0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       3       0
472   "Berserker Mastery"                  0 181 90 5 0       0 *      152      0          0           0               0              0                0       0       0       0       0       3       0
473   "Maximum Wizardry/Curse Increase"    0 0 0 0 0 0 *      0        0          0           0               0              0                0       0       0       0       0       3       0
476   "Wing of Ruin Defense PowUp"         0 0 0 0 0 0 *      0        0          0           0               0              0                0       0       0       3       0       0       0
478   "Wing of Ruin Attack PowUp"          0 0 0 0 0 0 *      0        0          0           0               0              0                0       0       0       3       0       0       0
479       "Cyclone Strengthener"               0        9       0       2       0       0       *      0        0          0           0               0              0                0       0       0       3       0       0       0
480       "Lightning Strengthener"             17       20      0       6       0       0       2      0        0          0           0               0              0                0       0       0       3       0       0       0
481       "Twisting Slash Strengthener"        0        10      10      0       3       0       5      0        0          0           0               0              0                0       0       0       3       0       0       0
482       "Power Slash Strengthener"           0        15      0       0       5       0       *      0        0          0           0               0              0                0       0       0       3       0       0       0
483       "Flame Strengthener"                 25       55      0       0       6       0       3      0        0          0           0               0              0                0       0       0       3       0       0       0
484       "Blast Strengthener"                 70       165     0       0       6       0       2      0        0          0           0               0              0                0       0       0       3       0       0       0
485       "Weapon Mastery"                     0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       3       0       0       0
486       "Inferno Strengthener"               100      220     0       0       6       0       3      0        0          0           0               0              0                0       0       0       3       0       0       0
487       "Evil Spirit Strengthener"           45       108     0       0       6       0       *      0        0          0           0               0              0                0       0       0       3       0       0       0
488       "Magic Mastery"                      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       3       0       0       0
489       "Ice Strengthener"                   10       42      0       6       0       0       0      56       0          0           0               0              0                0       0       0       3       0       0       0
490       "Blood Attack Strengthener"          80       15      22      2       6       0       1      58       0          0           0               0              0                0       0       0       3       0       0       0
491   "Ice Mastery"                        1 46 0 6 0 0 0      56       0          0           0               0              0                0       0       0       3       0       0       0
492   "Flame Strike Strengthener"          140 30 37 0 5 0 3      83       0          0           0               0              0                0       0       0       3       0       0       0
493   "Fire Slash Mastery"                 80 17 24 2 6 0 1      164      0          0           0               0              0                0       0       0       3       0       0       0
494   "Flame Strike Mastery"               140 33 40 0 5 0 3      83       0          0           0               0              0                0       0       0       3       0       0       0
495   "Earth Prison"                       26 180 15 0 4       10000 4      147      0          0           0               0              0                3       0       0       3       0       0       0
496   "Gigantic Storm Strengthener"        110 132 11 0 6 0 5      0        0          0           0               0              0                0       0       0       3       0       0       0
497   "Earth Prison Strengthener"          26 198 17 0 4       10000 0      147      0          0           0               0              0                3       0       0       3       0       0       0
505   "Emperor Cape Defense PowUp"         0 0 0 0 0 0 *      0        0          0           0               0              0                0       0       0       0       3       0       0
506   "Adds Command Stat"                  0 0 0 0 0 0 *      0        0          0           0               0              0                0       0       0       0       3       0       0
507   "Emperor Cape Attack PowUp"          0 0 0 0 0 0 *      0        0          0           0               0              0                0       0       0       0       3       0       0
508       "Fire Burst Strengthener"            100      25      0       6       3       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
509       "Force Wave Strengthener"            50       15      0       4       3       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
510       "Dark Horse Strengthener (1)"        0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
511       "Critical DMG Increase PowUp"        0        75      75      6       6       0       *      5        0          0           0               0              0                0       0       0       0       3       0       0
512       "Earthshake Strengthener"            150      0       75      0       5       10000   2      0        0          0           0               0              0                0       0       0       0       3       0       0
513       "Weapon Mastery"                     0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
514       "Fire Burst Mastery"                 100      27      0       6       3       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
515       "Critical DMG Increase PowUp (2)"    0        82      82      6       6       0       *      5        0          0           0               0              0                0       0       0       0       3       0       0
516       "Earthshake Mastery"                 150      0       75      0       5       10000   2      0        0          0           0               0              0                0       0       0       0       3       0       0
517       "Critical DMG Increase PowUp (3)"    0        100     100     6       6       0       *      148      0          0           0               0              0                0       0       0       0       3       0       0
518       "Fire Scream Strengthener"           130      45      11      4       6       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
519   "Electric Spark Strengthener"        250 0 150 10 0       5000 *      0        0          0           0               0              0                0       0       0       0       3       0       0
520   "Fire Scream Mastery"                130 49 12 4 6 32 *      0        0          0           0               0              0                0       0       0       0       3       0       0
521   "Iron Defense"                       0 64 29 0 0       60000 *      134      0          0           0               0              0                0       0       0       0       3       0       0
522   "Critical Damage Increase Mastery"   0 110 110 6 6 300 *      149      0          0           0               0              0                0       0       0       0       3       0       0
523   "Chaotic Diseier Strengthener"       190 75 22 0 6 0 *      0        0          0           0               0              0                0       0       0       0       3       0       0
524   "Iron Defense Strengthener"          0 70 31 0       0       60000 *      165      0          0           0               0              0                0       0       0       0       3       0       0
526       "Dark Spirit Strengthener"           0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
527       "Scepter Strengthener"               0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
528       "Shield Strengthener"                0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
529       "Use Scepter : Pet Strengthener"     0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
530       "Dark Spirit Strengthener (2)"       0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
531       "Scepter Mastery"                    0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
532       "Shield Mastery"                     0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
533       "Command Attack Increase"            0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
534       "Dark Spirit Strengthener (3)"       0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
535       "Pet Durability Strengthener"        0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       3       0       0
536   "Dark Spirit Strengthener (4)"       0 0 0 0 0 0 *      0        0          0           0               0              0                0       0       0       0       3       0       0
538   "Dark Spirit Strengthener (5)"       0 0 0 0 0 0 *      0        0          0           0               0              0                0       0       0       0       3       0       0
539   "Spirit Lord"                        0 0 0 0 0 0 *      0        0          0           0               0              0                0       0       0       0       3       0       0
549   "Reigning Cloak Defense PowUp"       0 0 0 0 0 0 *      0        0          0           0               0              0                0       0       0       0       0       0       3
550   "Reigning Cloak Attack PowUp"        0 0 0 0 0 0 *      0        0          0           0               0              0                0       0       0       0       0       0       3
551       "Killing Blow Strengthener"          0        10      0       2       0       0       4      76       0          0           0               0              0                0       0       0       0       0       0       3
552       "Beast Uppercut Strengthener"        0        10      0       2       0       0       3      58       0          0           0               0              0                0       0       0       0       0       0       3
554       "Killing Blow Mastery"               0        10      0       2       0       0       4      76       0          0           0               0              0                0       0       0       0       0       0       3
555       "Beast Uppercut Mastery"             0        10      0       2       0       0       3      58       0          0           0               0              0                0       0       0       0       0       0       3
556       "Def Success Rate Strengthener"      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
557       "Weapon Mastery"                     0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
558       "Chain Drive Strengthener"           0        22      22      4       0       700     0      86       0          0           0               0              0                0       0       0       0       0       0       3
559       "Dark Side Strengthener"             0        84      0       4       3       0       5      0        0          0           0               0              0                0       0       0       0       0       0       3
560       "Dragon Roar Strengthener"           0        60      33      3       5       700     4      0        0          0           0               0              0                0       0       0       0       0       0       3
561   "Dragon Roar Mastery"                0 66 36 3 5       700 4      0        0          0           0               0              0                0       0       0       0       0       0       3
562   "Chain Drive Mastery"                0 24 22 4 0       700 0      86       0          0           0               0              0                0       0       0       0       0       0       3
563   "Dark Side Mastery"                0 92 0 4 4       0 5      0        0          0           0               0              0                0       0       0       0       0       0       3
564   "Dragon Slasher Strengthener"        0 110 110 4 0       3000 5      0        0          0           0               0              0                0       0       0       0       0       0       3
565   "Blood Howling"         0 100 200 4 0       120000 *      166      0          0           0               0              0                0       0       0       0       0       0       3
566   "Dragon Slasher Mastery"        0 121 121 4 0       3000 5      0        0          0           0               0              0                0       0       0       0       0       0       3
567   "Blood Howling Strengthener"        0 110 220 4 0       120000 *      167      0          0           0               0              0                0       0       0       0       0       0       3
568       "Equipped Weapon Strengthener"       0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
569       "Def SuccessRate Increase PowUp"     0        55      11      0       5       0       *      153      0          0           0               0              0                0       0       0       0       0       0       3
571       "Equipped Weapon Mastery"            0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
572       "DefSuccessRate Increase Mastery"    0        60      12      0       5       0       *      154      0          0           0               0              0                0       0       0       0       0       0       3
573       "Stamina Increase Strengthener"      0        55      11      0       5       0       *      155      0          0           0               0              0                0       0       0       0       0       0       3
578       "Durability Reduction (1)"           0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
579       "Increase PvP Defense Rate"          0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
580       "Increase Maximum SD"                0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
581       "Increase Mana Recovery Rate"        0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
582       "Increase Poison Resistance"         0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
583       "Durability Reduction (2)"           0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
584       "Increase SD Recovery Rate"          0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
585       "Increase HP Recovery Rate"          0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
586       "Increase Lightning Resistance"      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
587       "Increases Defense"                  0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
588       "Increases AG Recovery Rate"         0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
589       "Increase Ice Resistance"            0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
590       "Durability Reduction(3)"            0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
591       "Increase Defense Success Rate"      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
593   "Increase Set Defense"        0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
594   "Vengeance"                 0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
595   "Increase Energy"         0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
596   "Increase HP"                 0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
597   "Increase Agility"         0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
598   "Increase Strength"         0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
599       "Increase Attack Success Rate"       0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
600       "Increase Maximum HP"                0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
601       "Increase Maximum Mana"              0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
602       "Increase Maximum AG"                0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
603       "Increase PvP Attack Rate"           0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
604       "Decrease Mana"                      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
605       "Recover SD from Monster Kills"      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
606       "Recover HP from Monster Kills"      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
607       "Increase Minimum Attack Power"      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
608       "Recover Mana from Monster Kills"    0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
609   "Increase Maximum Attack Power"      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
610   "Increases Critical DMG Chance"      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
611   "Recover Mana Fully"         0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
612   "Recovers HP Fully"         0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
613   "Increase Excellent DMG Chance"      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
614   "Increase Double Damage Chance"      0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
615   "Increase Ignore Def Chance"         0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
616   "Recovers SD Fully"                  0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
617   "Recovers SD Fully"                  0        0       0       0       0       0       *      0        0          0           0               0              0                0       0       0       0       0       0       3
end
